Title,Author,Abstract,Title_URL,Year,Publish,IF,Quote
The polled locus maps to BTA1 in a Bos indicus x Bos taurus cross.,"Brenneman RA, Davis SK, Sanders JO, Burns BM, Wheeler TC, Turner JW, Taylor JF.","Two hundred and nine reciprocal backcross and F2 progeny produced by embryo transfer from Angus (Bos taurus) and Brahman (Bos indicus) parents and their 60 parents and grandparents were utilized to localize the locus (POLL) responsible for the polled phenotype in a genetic map of bovine chromosome 1. Progeny were scored for polled, scurred, and horned phenotypes at 1 year of age and again following skull disection at slaughter at 20 months of age. Phenotype frequencies were independent of gender. One hundred and forty-two informative meioses for POLL and 13 microsatellite loci with an average of 267 informative meioses per locus contributed to a genetic map spanning 124.6 cM with an average interval of 9.6 cM. POLL mapped proximal to the centromere and 4.9 cM from TGLA49 supporting a previous study that employed two anonymous microsatellites. Difficulties in discriminating between scurred and horned phenotypes indicate that bracketing markers will be essential for refining the model for inheritance of the horned, scurred, and polled phenotypes and for effective marker assisted selection (MAS) for polled.",https://www.ncbi.nlm.nih.gov/pubmed/8830095,1996,J Hered,2.574,75
Genetic mapping of the autosomal region involved in XX sex-reversal and horn development in goats.,"Vaiman D, Koutita O, Oustry A, Elsen JM, Manfredi E, Fellous M, Cribiu EP.","Contrary to other genetic disorders, the genetic study of sex determination anomalies in humans stumbles over the difficulty in observing large pedigrees. In goats, abnormalities in sex determination are intimately linked to a dominant Mendelian gene coding for the ""polled"" (hornless) character, which could render this species an interesting animal model for the rare human cases of SRY-negative XX males. In this report, we describe genetic linkage between the polled/intersex synchome (PIS) and four microsatellite markers of the distal region of goat Chromosome 1 (CHI1), quite distinct from the bovine ""polled"" region. According to comparative mapping data, no sex-determining gene has been described so far in homologous regions in the human. This genetic localization constitutes a first step towards identifying a new autosomal sex-determining gene in mammals.",https://www.ncbi.nlm.nih.gov/pubmed/8835530,1996,Mamm Genome,2.687,73
Rostral mandibulectomy for treatment of an ameloblastic fibro-odontoma in a cow.,"Tetens J, Ross MW, Sweeney RW.","A 1-year-old polled Hereford heifer was admitted with a mass of the rostral mandibular area that had been observed 17 days earlier. Cytologic examination of fluid aspirated from the mass revealed normal blood. Radiography revealed an expansile, osteolytic mass involving the rostral portion of the mandible. Mineralization of the soft-tissue component was evident. Rostral mandibulectomy was performed to remove the mass in its entirety. The histologic diagnosis was ameloblastic fibro-odontoma. One year after surgery, cosmetic appearance of the mandible was acceptable, and there was no evidence of tumor regrowth. Radiation therapy, cryotherapy, and thermocautery have been recommended in conjunction with surgical excision to prevent tumor regrowth in the oral cavity. Tumor regrowth was not a factor in long-term prognosis in this cow.",https://www.ncbi.nlm.nih.gov/pubmed/7493903,1995,J Am Vet Med Assoc,1.508,10
The effect of amount of body fat and loss of fat on breeding soundness classification of beef bulls.,"Barth AD, Cates WF, Harland RJ.","Two hundred and fifty-one Aberdeen Angus, Horned Hereford, Polled Hereford, and Charolais bulls were examined at the time of sale (sale) and again from 10 to 85 days later (test) to determine the effect of amount of body fat and loss of fat on semen quality. Sale and test measurements included body weight, backfat depth, and scrotal circumference. Breeding soundness evaluations were done at test. For all bulls, over all years, the positive correlations of body weight loss vs. backfat loss, weight loss vs. scrotal circumference loss, and backfat loss vs. scrotal circumference loss were highly significant. Aberdeen Angus, Horned Hereford, Polled Hereford, and Charolais bulls lost weight at a mean rate of 1.77, 2.19, 1.94, 1.16 kg per day, respectively, in the interval from sale to test. Bulls classified as unsatisfactory lost significantly more weight than satisfactory bulls. However, bulls classified as unsatisfactory did not differ significantly from satisfactory bulls in the amount of backfat at sale and test and in the amount of backfat lost. No significant relationship could be demonstrated between increments of backfat and classifications of breeding soundness evaluations. Bulls with satisfactory semen quality had significantly larger scrotal circumference measurements than those with questionable or unsatisfactory classifications. Backfat data at bull sales may be helpful in selecting bulls with desirable growth characteristics, as well as reducing the risk of purchasing bulls with poor semen quality due to excessive body fat.",https://www.ncbi.nlm.nih.gov/pubmed/8748444,1995,Can Vet J,0.558,16
Prediction of genetic values of sires for growth traits of crossbred cattle using a multivariate animal model with heterogeneous variances.,"Nú?ez-Dominguez R, Van Vleck LD, Cundiff LV.","The purpose of this study was to evaluate the effect of adjusting for heterogeneous variances across breed groups on prediction of breeding values (PBV) of selected sires and on breed of sire effects. Data on weights at birth (BWT), 200 d (WW), and 365 d (YW) of purebred and crossbred calves from matings of Angus (A), Hereford (H), Polled Hereford, Charolais, Shorthorn, Simmental, Limousin, Maine-Anjou, Chianina, Gelbvieh, Tarentaise, and Salers Bulls to A and H cows were used. Calf performance in H and A dams was treated as a different trait. Models compared included fixed birth year, cow age, and sex classes and crossbreeding effect as a covariate; random direct and maternal genetic and permanent environmental effects were also included, but their variance structure was different. Model I assumed homogeneous variances across breed groups. Model II accounted for heterogeneous variances. Sires were ranked based on PBV from each model, and means of PBV of selected sires were calculated based on Model II. Differences between mean PBV were small for BWT, intermediate for WW, and larger for YW. Differences in PBV of selected sires increased as selection intensity increased, but only for WW and YW. Large differences in mean PBV of selected sires between maternal environments (H vs A) were observed for WW and YW for various sire breeds. Means of PBV of selected sires based on Model II exceeded those based on Model I by 6 to 16 kg of YW for various selection intensities and maternal environments. Estimates of breed of sire effects from Model I or II were similar for BWT and WW, but large differences were found for YW. Results indicate that some additional economic returns may be gained by commercial producers if sires are chosen across breeds based on predicted genetic values computed with models accounting for heterogeneous variances.",https://www.ncbi.nlm.nih.gov/pubmed/8617664,1995,J Anim Sci,1.711,16
DNA marker-assisted selection of the polled condition in Charolais cattle.,"Schmutz SM, Marquess FL, Berryere TG, Moker JS.","Five Charolais families known to segregate for both horned and polled were selected and tested for linkage analysis by use of microsatellites and karyotyping for Robertsonian translocation 1;29. No recombinants were found between any of these markers and the polled phenotype or each other. When statistical analysis was performed, the logarithm of the odds (LOD) indicated that there was 100% linkage occurring between the markers and the phenotype (p < 0.001). These microsatellite markers, TGLA49 and BM6438, can be assumed to be very close to the actual gene that determines the polled phenotype. Another linked marker, SOD1, was physically mapped, which places all of these markers within 1q12-14, very near the centromere of Chromosome (Chr) 1. A homozygous polled cow was identified in this study by following the alleles at both markers and the phenotypes in her family.",https://www.ncbi.nlm.nih.gov/pubmed/8563169,1995,Mamm Genome,2.687,68
Relationship of horn fly to face fly infestation in beef cattle.,"Brown AH Jr, Johnson ZB, Simpson RB, Brown MA, Steelman CD, Rosenkrans CF Jr.","Horn fly and face fly counts (n = 394) taken on 194 beef cows representing seven breed groups were used to determine the effects of horn fly and face fly counts. Breed groups included were Angus (ANI and ANII), Chianina (CA), Charolais (CH), Hereford (HH), Polled Hereford (PH), and Red Poll (RP). The breed group designated ANI consisted of small-framed cows. Total horn fly and total face fly counts were determined weekly on each cow beginning in May and ending in late October or early November in a 3-yr (1988-90) study. Face flies were not counted on the ANI and ANII breed groups in 1988. All fly counts were taken when cows were grazing Ozark upland native grass pastures with only containment fences separating breeding groups. No insecticides were used in the study. Data for analysis were the mean annual horn fly and face fly counts (averaged across weeks), spring weight and fall weights, gain/day between spring and fall weights, and skin surface area in the spring (SSAS) and fall (SSAF) for each cow. Relationships among measurements were examined by correlation and regression procedures. Horn fly count was correlated (P < .05) with face fly count, spring weight, gain/day, and SSAS (.23, .11, -.25, and .12, respectively). Correlations of horn fly count with fall weight and SSAF were non-significant. Horn fly count, breed, and the breed x horn fly count interaction were significant (P < .05) for the face fly regression.(ABSTRACT TRUNCATED AT 250 WORDS).",https://www.ncbi.nlm.nih.gov/pubmed/8002446,1994,J Anim Sci,1.711,12
Congenital dyserythropoiesis and dyskeratosis in a polled Hereford calf.,"Burton SA, Ikede BO, Lofstedt J, Keefe GP, Miller LM.",None,https://www.ncbi.nlm.nih.gov/pubmed/7954229,1994,Can Vet J,0.558,4
Genetic parameters for milk production of Australian beef cows and weaning weight of their calves.,"Meyer K, Carrick MJ, Donnelly BJ.","Estimates of covariance components were obtained for milk production of beef cows, measured by the weigh-suckle-weigh method, and weaning weight and preweaning growth of their calves for a herd of Polled Herefords and a herd of a multibreed synthetics, so-called Wokalups. Analyses were carried out by restricted maximum likelihood fitting an animal model incorporating both direct and maternal genetic and permanent environmental effects and allowing for the direct-maternal covariances. Average 14-h milk yield was 3.6 kg for Herefords and 4.9 kg for Wokalups and heritabilities were .12 and .08, respectively. Treating preweaning gain of the calf as a trait of the cow, estimates of the additive genetic and permanent environmental correlations between preweaning gain and milk yield were higher for Herefords (.73 and 1.00, respectively) than for Wokalups (.53 and .77). Bivariate analyses of milk production (treated as a trait of the cow) and weaning weight (treated as a trait of the calf) showed virtually no direct additive genetic, direct permanent environmental, or phenotypic association between the two traits but identified strong correlations between direct effects for milk yield and maternal effects for weaning weight. The estimate of the direct-maternal genetic correlation between milk yield and weaning weight was .80 for both breeds, and the estimated correlation between direct, permanent environmental effects for milk yield and maternal, permanent environmental effects on weaning weight was unity for Herefords and .89 for Wokalups. Results indicate that milk production is the main determinant of maternal effects on the growth of beef calves with breed differences in the importance of maternal effects largely attributable to differences in milk production.",https://www.ncbi.nlm.nih.gov/pubmed/8056659,1994,J Anim Sci,1.711,111
Differences between progeny of beef sires in susceptibility to fescue toxicosis.,"Gould LS, Hohenboken WD.","Fifteen progeny of two Polled Hereford sires were fed endophyte-infected tall fescue seed (E+) to investigate variability in susceptibility to fescue toxicosis. One sire, bred in Missouri, was reputed to produce calves that were resistant to fescue toxicosis. The Control sire, from Virginia, had unknown merit for susceptibility. There were two phases in which E+ was included in the diet (2 and 4) and three in which it was not (1, 3, and 5). Voluntary feed intake, serum prolactin, cholesterol, and alkaline phosphatase concentrations; ability to maintain homeothermy (afternoon minus morning rectal temperature); and heat-transfer inefficiency (afternoon rectal minus afternoon surface temperatures) were monitored. Intake and prolactin concentration were decreased by E+, but sire groups did not differ in responses across phases. Cholesterol levels were lower during E+ phases, and the rate of increase in cholesterol concentration after withdrawal of E+ differed between groups. Alkaline phosphatase concentrations were lower during E+ phases; calves from the Control sire showed greater reduction than calves sired by the Missouri sire. Ability to maintain homeothermy was reduced by E+, but the reduction did not differ between sire groups. Heat-transfer inefficiences were not indicative of fescue toxicosis in this study. Evidence was not compelling to support the existence of differences between the sire groups for susceptibility to toxicosis. However, progeny of the Missouri bull had higher feed intake and lower rectal and body surface temperatures through nearly all phases of the trial. This may account for the reputation of the Missouri bull to sire calves with relatively high resistance to fescue toxicosis.",https://www.ncbi.nlm.nih.gov/pubmed/8270524,1993,J Anim Sci,1.711,20
Immune responses and protection against infection and abortion in cattle experimentally vaccinated with mutant strains of Brucella abortus.,"Cheville NF, Stevens MG, Jensen AE, Tatum FM, Halling SM.","Twenty-four 10-month-old Polled Hereford heifers were inoculated SC with live cells of one of the following strains of Brucella abortus: S19 delta 31K (n = 4), S19 delta SOD (n = 4), RB51 (n = 4), and strain 19 (n = 6); controls (n = 6) were given saline solution. Heifers given the deletion mutants S19 delta 31K and S19 delta SOD, and those given strain 19 developed antibody responses to B abortus and cutaneous reactions to brucellin. Heifers given strain RB51 did not develop antibodies that reacted in the standard tube agglutination test, but sera reacted in tests, using an antibody dot-blot assay containing RB51 antigen. The S19 delta 31K and S19 delta SOD strains of B abortus isolated from lymph node tissue after vaccination did not differ genetically from the master stock strain. All heifers were bred naturally at 16 to 17 months of age, and were challenge-exposed intraconjunctivally with virulent B abortus strain 2308 during the fifth month of pregnancy. All vaccinated heifers were protected (ie, none aborted and none had B abortus isolated from their tissues after parturition). Calves born from vaccinated dams were free of B abortus. Antibody responses in heifers after challenge exposure were an indicator of immunity. All 5 control heifers (nonvaccinated) developed serum antibodies after challenge exposure; 3 aborted, and 1 delivered a small, weak calf at 8.5 months of gestation. Thus live mutant strains of B abortus can induce protective immunity when given at 10 months of age, and strain RB51 is a strong candidate for further testing.",https://www.ncbi.nlm.nih.gov/pubmed/8250382,1993,Am J Vet Res,0.833,188
Genetic parameters for growth traits of Australian beef cattle from a multibreed selection experiment.,"Meyer K, Carrick MJ, Donnelly BJ.","Estimates of covariance components and genetic parameters were obtained for birth, weaning, 200-d, and 400-d weight for a herd of Polled Herefords and a herd of a multibreed synthetics, the so-called Wokalups. Data originated from an experiment in Western Australia selecting for preweaning growth rate. Analyses were carried out by REML fitting an animal model including genetic and permanent environmental maternal effects. Wokalups showed consistently more phenotypic variation, partly due to a scale effect, and higher direct and lower maternal heritabilities than Herefords. Maternal environmental effects were more than twice as important in Herefords than in Wokalups. Estimates of both genetic and environmental correlations among weaning and subsequent weights were essentially unity, identifying maternal effects found for postweaning weights as a ""carry over"" of those on weaning weight.",https://www.ncbi.nlm.nih.gov/pubmed/8226360,1993,J Anim Sci,1.711,151
Correlations for genetic expression for growth of calves of Hereford and Angus dams using a multivariate animal model.,"Nú?ez-Dominguez R, Van Vleck LD, Boldman KG, Cundiff LV.","The purpose of this study was to estimate the correlation between the expression of genes from sires in purebred and crossbred progeny (rPC) and in Hereford and Angus F1 calves (rHA). Performance traits were weights at birth, 200 d, and 365 d. Progeny from Hereford, Polled Hereford, and Angus bulls mated to Hereford or Angus cows were used to estimate rPC. Progeny from Charolais, Shorthorn, Simmental, Limousin, Maine-Anjou, Chianina, Gelbvieh, Tarentaise, and Salers bulls mated to Hereford or Angus cows were used to estimate rHA. Performances in purebreds (P) and crosses (C) or in Hereford (H) and Angus (A) F1 calves were treated as separate traits. A multivariate animal model with birth year-cow age-sex subclasses, random correlated direct and maternal additive genetic effects, and maternal permanent environmental effects was used. Separate analyses were done by breed of sire. A derivative-free algorithm was used to obtain REML estimates of (co)variance components. Weighted averages across breeds of estimates of heritability for P, C, H, and A were, respectively, .61, .51, .47, and .40 for birth weight, .41, .46, .37, and .34 for weaning weight, and .50, .49, .42, and .46 for yearling weight. Estimates of rPC ranged from .88 to .97, .55 to .94, and .68 to .86 for weights at birth, 200 d, and 365 d, respectively. Estimates of rHA ranged from .43 to .99, .56 to .95, and .50 to .98 for weights at birth, 200 d, and 365 d, respectively. Weighted averages of estimates of rPC and rHA across sire breeds were, respectively, .93 and .85 for birth weight, .77 and .73 for weaning weight, and .76 and .86 for yearling weight. These results indicate that ranking of sires producing purebreds or crosses, or crossbred calves from different breeds of dams, is approximately the same for birth and yearling weights, but some reranking might occur for weaning weight.",https://www.ncbi.nlm.nih.gov/pubmed/8407645,1993,J Anim Sci,1.711,38
Pregnancy-specific protein B in serum of postpartum beef cows.,"Kiracofe GH, Wright JM, Schalles RR, Ruder CA, Parish S, Sasser RG.","To determine whether the uterus was the source of serum pregnancy-specific protein B (PSPB) after calving, five beef cows were hysterectomized at 21 d postpartum and five served as intact controls. A single blood sample was taken from all cows immediately after calving and then twice weekly until 21 d postpartum. Beginning on d 22, blood samples were taken from all cows at 3-h intervals for 4 d and then twice weekly until 53 d postpartum. When the half-life calculated for the interval from d 1 to 21 was used as a covariate, the adjusted d-22 to -53 half-lives were 8.4 d for control cows vs 7.3 d for hysterectomized cows (P = .044). Data show that PSPB has a long half-life in the circulation and that the uterus is a minimal, if any, source of postpartum circulating PSPB. In another experiment, PSPB was measured weekly after calving in serum of 58 Polled Hereford and Simmental cows. Cows were exposed to fertile bulls and allowed to mate at every estrus. Observations were made for estrus, and progesterone concentrations in serum were measured to estimate the time of ovulations. Levels of PSPB were highest at approximately the time of calving, then decreased rapidly. Concentrations of PSPB were < 1 ng/mL by 80 d in eight cows that had not conceived since calving. Two cows eventually had nondetectable PSPB levels, one by 86 d and the other by 96 d after calving.(ABSTRACT TRUNCATED AT 250 WORDS).",https://www.ncbi.nlm.nih.gov/pubmed/8376246,1993,J Anim Sci,1.711,76
Genetic and environmental parameters for mature weight and other growth measures in Polled Hereford cattle.,"Bullock KD, Bertrand JK, Benyshek LL.","Variances and covariances were estimated for birth weight (BWT), weaning weight (WW), yearling gain (YG), yearling weight (YW), yearling height (YH), relative growth from birth to weaning (RGW) and weaning to yearling (RGY), and mature weight (MW). Field records on 572,446 Polled Hereford cattle were analyzed. Because multiple dam weights were collected on a cow the MW used in the analysis was calculated using a nonlinear regression correction factor computed by fitting a quadratic with a plateau to the data. If the cow had an observation(s) beyond the inflection point (IP), the closest weight to that point was used. If the cow only had observation(s) before the IP the closest weight to that point was nonlinearly adjusted to the plateau. The IP for this data set was 1,506 d and the plateau was 554.7 kg. Heritabilities and genetic and environmental correlations were calculated from the appropriate (co)variances and phenotypic correlations were computed. Heritability estimates for BWT, WW, YG, YW, YH, RGW, RGY, and MW were .49, .24, .23, .30, .59, .24, .15, and .52, respectively. Genetic correlations between MW with BWT, WW, YG, YW, YH, RGW, and RGY were .64, .80, .76, .89, .73, -.29, and .35, respectively, environmental correlations were .15, .43, .05, .40, 1.03, .32, and -.10, respectively, and phenotypic correlations were .33, .32, .28, .46, .70, .00, and .07, respectively.",https://www.ncbi.nlm.nih.gov/pubmed/8349501,1993,J Anim Sci,1.711,113
"Epidemiologic findings in congenital anemia, dyserythropoiesis, and dyskeratosis in polled Hereford calves.","Steffen DJ, Leipold HW, Schalles R, Kemp K, Smith JE.","Congenital dyserythropoiesis and dyskeratosis occur within certain lines of Polled Hereford cattle. Eighty-nine of 90 alleles in 45 affected calves had a mechanism in which they could be identical by descent from an identified common ancestor. The line allele may have been a recurrence of the mutation, or the mutation may have occurred earlier in the breed's history and been distributed throughout the breed by the extensive use of several ancestors. No evidence of disease has been identified in sire and dams of affected calves, suggesting that the allele is not acting in a dominant or incompletely dominant manner. Even distribution of cases between sexes suggests that the disease is not sex linked or sex influenced. A higher degree of inbreeding in the affected calves and temporal and spatial features that separated individual cases also suggest a genetic cause. Segregation ratios were not significantly different from those of the hypothesized simple autosomal recessive inheritance.",https://www.ncbi.nlm.nih.gov/pubmed/8340614,1993,J Hered,2.574,9
Microsatellite mapping of a gene affecting horn development in Bos taurus.,"Georges M, Drinkwater R, King T, Mishra A, Moore SS, Nielsen D, Sargeant LS, Sorensen A, Steele MR, Zhao X, et al.","The presence or absence of horns in Bos taurus is thought to be under the genetic control of the autosomal polled locus, characterized by two alleles: P dominant over p, and causing the polled or hornless phenotype. We have demonstrated genetic linkage between the polled locus and two microsatellite markers, GMPOLL-1 and GMPOLL-2, and have assigned the corresponding linkage group to bovine chromosome 1. This confirms the existence of the postulated polled locus and the hypothesized inheritance pattern. It will allow marker assisted selection for the polledness trait in breeding programs and is a first step towards positional cloning and molecular study of a gene that has been subjected to both natural and artificial selection.",https://www.ncbi.nlm.nih.gov/pubmed/8348158,1993,Nat Genet,27.125,177
The effect of United States versus New Zealand Angus germplasm on characteristics of crossbred calves.,"Hohenboken WD, McClure WH.","Blood selenium concentration at birth and growth from birth through finishing were analyzed on progeny from two birth years of Angus bulls of United States (US) or New Zealand (NZ) origin. Dams of the calves were Polled Hereford x Angus crossbreds whose sires had been selected divergently from the national sire summary to be superior (+) or inferior (-) for yearling weight EPD (G) and for total maternal effects (M) on weaning weight. There was no evidence of differences attributable to calf paternity or dam genetic group in concentration of blood selenium in calves at birth. For birth year 1988, progeny of US sires grew nonsignificantly more rapidly than progeny of NZ sires in most life-cycle phases. In 1989 calves, NZ-sired offspring grew nonsignificantly more rapidly than US-sired offspring through a year of age. Averaged across years, preweaning and postweaning growth rates were similar for calves of US and NZ paternity. Divergent selection of the calves' maternal grandsires for yearling weight EPD was successful; calves in +G groups had more rapid gains through 1 yr of age than did calves in -G groups. Also, growth rate through 4.5 mo of age was influenced by divergent selection of maternal grandsires on total maternal weaning weight EPD; calves from +M groups gained more rapidly than calves from -M groups.",https://www.ncbi.nlm.nih.gov/pubmed/8325799,1993,J Anim Sci,1.711,2
Live animal measurement of carcass traits: estimation of genetic parameters for beef cattle.,"Robinson DL, Hammond K, McDonald CA.","Ultrasound measurements by trained and accredited sonographers on 9,232 Angus, Hereford, and Polled Hereford cattle at an average age of 450 d were used to estimate genetic and environmental (co)variances for weight at scanning (Wt), longissimus muscle area (LMA), longissimus muscle area adjusted to a constant weight of 400 kg (LMAawt), and fat depths at the rump and 12/13 rib sites. Estimated kilograms (ESMkg) and percentage of saleable meat yield (ESM%) were also calculated and analyzed. Subjective muscle scores, available for 2,488 animals, were also included in the analysis. Estimated heritabilities were 46% for Wt, 21% for LMA and LMAawt, 37% for rump fat, 30% for rib fat, 15% for muscle score, 44% for ESMkg, and 36% for ESM%. The two measurements, LMA and LMAawt, had high genetic (.82) and environmental (.91) correlations. The two fat depths were also highly correlated (.86 genetic; .67 environmental). Weight at scanning was moderately correlated with LMA (.45 genetic; .41 environmental). Differences between breeds could not be detected, but some variation in parameter estimates between data sets of the same breed was observed. Environmental correlations between fat depths or muscle score and Wt were approximately .3; genetic correlations were .07 to .12. Subjective muscle score had marginally higher genetic correlations with LMA than with LMAawt (.22 vs .08) but similar environmental correlations (.31 vs .27). Results show that carcass traits measured by ultrasound and predictions of meat yield have genetic variability, are moderately heritable, and that genetic progress based on genetic evaluation by mixed-model analysis can be made.",https://www.ncbi.nlm.nih.gov/pubmed/8505244,1993,J Anim Sci,1.711,69
Individual variation within breeds of beef cattle in resistance to horn fly (Diptera: Muscidae).,"Steelman CD, Gbur EE, Tolley G, Brown AH Jr.","Weekly estimates of populations of horn fly, Haematobia irritans (L.), were made on individual purebred Charolais, Chianina, Hereford, Polled Hereford, and Red Poll cows in 1988, 1989, and 1990 with Angus included in 1989 and 1990. During the study period, 94 of approximately 200 individual cows were classified as either fly resistant or fly susceptible. In general, individuals retained the same classification over the 3-yr study period. The mean number of flies on individual susceptible cows in all breeds was at least twice the number of flies on resistant cows. Susceptible Chianina cows averaged > 4.5 times as many flies as resistant cows of the same breed. Individual cows within all breeds classified as fly resistant ranged in age from 2 to 12 yr, whereas fly-susceptible cows ranged in age from 2 to 14 yr; therefore, cow age did not influence the abundance of horn flies on individual cows within breeds. Two-year-old fly-resistant cows were identified accurately according to their horn fly-population density, showing the potential of host resistance in horn fly-population management.",https://www.ncbi.nlm.nih.gov/pubmed/8459419,1993,J Med Entomol,1.968,36
Relationship of maternal milk expected progeny differences to actual milk yield and calf weaning weight.,"Mallinckrodt CH, Bourdon RM, Golden BL, Schalles RR, Odde KG.",Calf weaning weights and estimates of 205-d milk yield (n = 317) were obtained from 90 Polled Hereford (PH) and 80 Simmental (SM) cows to evaluate the relationship of these measures with maternal milk and total maternal EPD from national cattle evaluations. An inverse parabolic exponential function predicted 205-d milk yields for each cow from five estimates of daily milk yield taken once per month via calf weigh-suckle-weigh. Changes in calves' 205-d adjusted weights were greater than predicted (P < .02) by maternal milk EPD of PH and SM dams and PH maternal grandsires (MGS) but were similar to changes predicted by SM MGS (P > .50). These changes were also greater than those predicted by total maternal EPD of PH dams and MGS (P < .02) but were similar to those predicted in SM dams and MGS (P > .38). Interactions of maternal milk and total maternal EPD with sex of calf and year did not influence calves' 205-d adjusted weights (P > .10). A positive relationship was found in both breeds between 205-d milk yield EPD (calculated from 205-d milk yield estimates) and maternal milk EPD from national cattle evaluations. Objectively assessing the magnitude of this relationship was hindered by problems in estimating heritability and interpreting correlations between EPD. These data indicate that maternal milk and total maternal EPD from national cattle evaluations are reasonably good predictors of genetic differences in milk yield and weaning weight.,https://www.ncbi.nlm.nih.gov/pubmed/8440654,1993,J Anim Sci,1.711,53
"Comparison of whole, raw soybeans, extruded soybeans, or soybean meal and barley on digestive characteristics and performance of weaned beef steers consuming mature grass hay.","Albro JD, Weber DW, DelCurto T.","Two experiments were conducted to compare whole, raw soybeans (WSB), extruded soybeans (ESB), and soybean meal+barley (SBM+BAR) as supplemental protein sources for growing beef steers consuming low-quality, mature grass hay (6.5% CP). In Exp. 1, a 23-d digestion study, four ruminally cannulated steers were assigned to the following treatments in a 4 x 4 Latin square design: 1) control, no supplement; 2) 1.5 kg.animal-1.d-1 of WSB; 3) 1.36 kg.animal-1.d-1 of ESB; and 4) 1.48 kg.animal-1.d-1 of 62%:38% SBM+BAR. Apparent DM digestibility was increased by supplementation (P < .10), but NDF digestibility was not changed (P > .10). No differences in digestibility were observed among supplement treatments (P > .10). In situ rate and extent of supplement CP disappearance in Dacron bags did not differ among supplements (P > .10), but extent of DM disappearance was greater for WSB than for ESB (P < .10). In situ rate of forage NDF disappearance was decreased by protein supplementation (P = .10). In Exp. 2, 40 Polled Hereford and Red Angus x Simmental weanling steer calves were stratified by weight (average BW, 250 kg) and allotted randomly to one of two replications of the four treatments used in Exp. 1 (eight pens, five animals per pen). Forage DMI was not affected by treatment (P > .10). Average daily gain and feed efficiency were increased by supplementation (P < .05). Supplement source had no effect on intake or ADG (P > .10), but ESB tended to exhibit better feed efficiency than WSB (P = .10). In conclusion, WSB and ESB seem to be as effective as SBM+BAR protein supplements for growing beef cattle. In addition, WSB and ESB, at the levels used in these experiments, can be incorporated into diets for cattle consuming low-quality roughage without deleterious effects on fiber digestion or subsequent performance.",https://www.ncbi.nlm.nih.gov/pubmed/8384196,1993,J Anim Sci,1.711,58
Cryptorchidism in North American cattle: breed predisposition and clinical findings.,"St Jean G, Gaughan EM, Constable PD.","The authors analyzed data collected over 26 years from 143 cryptorchid bulls admitted to 23 North American veterinary schools. Breed was found to be a risk factor. The medical records of 41 cryptorchid cattle were also obtained, and the physical examination findings, method of diagnosis, and surgical management were recorded. Polled Hereford and Shorthorn cattle were at significantly greater risk for cryptorchidism; however, polled cattle were not at an increased risk for cryptorchidism. Cryptorchidism was most commonly diagnosed by external palpation of the superficial inguinal rings and by palpation per rectum. Unilateral cryptorchidism appears to be more common than bilateral cryptorchidism. The incidence of cryptorchidism was 69% for the left testis and 31% for the right testis. Sixty-six percent of the retained testes were located in the inguinal canal. Cryptorchidectomy was performed through an inguinal, paramedian or flank approach in 26 bulls. Cryptorchidism appears to be rare in bovine bulls admitted to North American veterinary schools, with 1.7 cases per 1,000 bull admissions. We suggest that cryptorchidism be considered an inherited trait in the Shorthorn and Polled Hereford breeds.",https://www.ncbi.nlm.nih.gov/pubmed/16727193,1992,Theriogenology,2.136,25
Penile hematoma in bulls: 60 cases (1979-1990).,"Musser JM, St-Jean G, Vestweber JG, Pejsa TG.","Sixty bulls with penile hematomas were examined from 1979 through 1990. Thirty-eight bulls underwent surgical correction, 17 bulls were managed by medical treatment, and 5 bulls were not treated. Hereford and Polled Hereford breeds represented the majority (n = 37, 62%) of the bulls, with 10 other breeds representing the remainder (n = 21, 35%) in this study; breed was not reported in 2 bulls. Follow-up information was obtained from owners (40/60) through conversation on the success or failure of treatment, interval of sexual rest, duration of breeding soundness, and final outcome of the bull. Surgical correction was successful in 19 (70%) of 27 cases; medical treatment was successful in 6 (46%) of 13 cases. Of the 8 bulls that had penile hematomas with swelling measuring > 20 cm in width, 6 were successfully treated surgically, compared with 1 of 3 successfully treated medically. Of the bulls with penile hematomas having a swelling measuring < or = 20 cm in width, 7 of 9 were successfully treated surgically, compared with 4 of 5 successfully treated medically. Duration of the penile hematoma had little effect on the success of surgical correction. Of the bulls allowed sexual rest for > 2 months after treatment was initiated, 6 (25%) of 24 had a recurrence of penile hematoma. Four (40%) of 10 bulls allowed sexual rest for < or = 2 months had a recurrence of penile hematoma.",https://www.ncbi.nlm.nih.gov/pubmed/1429193,1992,J Am Vet Med Assoc,1.508,13
